customer_id,customer_name,monthly_income,loan_amount,collateral_value,duration,interest_rate,existing_debts,credit_score,employment_type,monthly_emi,after_emi,debt_to_income_ratio,loan_to_income_ratio,collateral_to_loan_ratio,approval_probability,risk_score,approved
CUST-04710,Nirosha Hettiarachchi,227000,2700000,0,36,15,20500,691,Private Sector,93596,112904,0.5026,11.89,0.0,86,14,1
CUST-02065,Udaya Kumar,73000,600000,0,36,16,9000,712,Government,21094,42906,0.4122,8.22,0.0,83,17,1
CUST-01370,Isuru Rathnayake,737000,15000000,19730000,60,17,62500,641,Government,372789,301711,0.5906,20.35,1.32,95,5,1
CUST-03802,Hasitha Riaz,90000,1350000,0,36,17,41500,657,Self-Employed,48131,369,0.9959,15.0,0.0,0,100,0
CUST-01405,Nuwan Amarasekara,161000,1600000,0,48,17,24500,643,Business Owner,46168,90332,0.4389,9.94,0.0,75,25,1
CUST-03098,Hasitha Gamage,127000,2800000,0,60,17,30000,613,Government,69587,27413,0.7841,22.05,0.0,48,52,1
CUST-03183,Sanduni Bandara,243000,5350000,4880000,72,18,28500,784,Private Sector,122022,92478,0.6194,22.02,0.91,94,6,1
CUST-01381,Chamara Cassim,33000,250000,90000,24,16,9500,608,Government,12241,11259,0.6588,7.58,0.36,33,67,0
CUST-02812,Thisara Peiris,572000,5700000,5940000,72,18,241500,559,Self-Employed,130004,200496,0.6495,9.97,1.04,75,25,1
CUST-00775,Isuru Amarasekara,46000,250000,0,24,12,19000,509,Private Sector,11768,15232,0.6689,5.43,0.0,22,78,0
CUST-02297,Priyantha Mendis,227000,6800000,8750000,48,13,39000,709,Private Sector,182427,5573,0.9754,29.96,1.29,18,82,0
CUST-03658,Nirosha Rajapaksa,62000,1850000,860000,36,15,18000,598,Senior Mgmt,64131,-20131,1.3247,29.84,0.46,0,100,0
CUST-03707,Fathima Seneviratne,113000,2500000,2650000,60,18,33000,753,Self-Employed,63484,16516,0.8538,22.12,1.06,38,62,0
CUST-01191,Suresh Weerasinghe,752000,6000000,7210000,60,12,149500,618,Senior Mgmt,133467,469033,0.3763,7.98,1.2,95,5,1
CUST-01954,Tharindu Seneviratne,246000,4900000,0,60,17,27000,819,Private Sector,121778,97222,0.6048,19.92,0.0,89,11,1
CUST-01019,Nimal Seneviratne,52000,1050000,760000,48,14,10000,721,Government,28693,13307,0.7441,20.19,0.72,40,60,0
CUST-00659,Ruwan Silva,164000,1300000,1490000,36,14,3000,797,Business Owner,44431,116569,0.2892,7.93,1.15,95,5,0
CUST-00790,Lahiru Silva,172000,3800000,0,72,14,70000,694,Private Sector,78302,23698,0.8622,22.09,0.0,36,64,1
CUST-04615,Hasitha Seneviratne,118000,4150000,0,72,12,11000,654,Business Owner,81133,25867,0.7808,35.17,0.0,42,58,0
CUST-03513,Mohamed Karunaratne,202000,1600000,1000000,60,13,20500,578,Private Sector,36405,145095,0.2817,7.92,0.62,87,13,1
CUST-03784,Nipuni Herath,409000,8200000,10900000,60,13,110500,805,Government,186575,111925,0.7263,20.05,1.33,95,5,0
CUST-02269,Chamara Perera,194000,2350000,0,36,14,20500,664,Private Sector,80317,93183,0.5197,12.11,0.0,81,19,1
CUST-03393,Udaya Jayasinghe,159000,3500000,2760000,48,15,71000,602,Self-Employed,97408,-9408,1.0592,22.01,0.79,0,100,0
CUST-03492,Udaya Dissanayake,525000,5250000,6190000,72,16,130500,725,Self-Employed,113882,280618,0.4655,10.0,1.18,93,7,1
CUST-03241,Fathima Cassim,247000,2450000,0,60,17,44500,565,Private Sector,60889,141611,0.4267,9.92,0.0,79,21,1
CUST-04875,Fathima Silva,50000,500000,0,24,16,19000,667,Self-Employed,24482,6518,0.8696,10.0,0.0,0,100,0
CUST-04694,Amal Rathnayake,419000,14650000,14770000,72,12,8000,824,Private Sector,286410,124590,0.7026,34.96,1.01,95,5,1
CUST-03321,Shanika Fernando,584000,7000000,0,60,16,262000,649,Self-Employed,170226,151774,0.7401,11.99,0.0,65,35,1
CUST-04525,Manjula Weerasinghe,406000,12200000,14150000,72,13,221000,542,Business Owner,244904,-59904,1.1475,30.05,1.16,0,100,0
CUST-01920,Chamara Herath,280000,2250000,2970000,60,15,5000,565,Business Owner,53527,221473,0.209,8.04,1.32,91,9,1
CUST-03088,Mahesh Munasinghe,93000,950000,790000,24,18,6000,558,Private Sector,47428,39572,0.5745,10.22,0.83,60,40,1
CUST-00101,Dasun Wickramasinghe,149000,1500000,0,36,18,19500,719,Government,54229,75271,0.4948,10.07,0.0,93,7,1
CUST-02511,Nipuni Ekanayake,181000,2700000,0,36,12,49000,729,Private Sector,89679,42321,0.7662,14.92,0.0,68,32,0
CUST-02479,Priyantha Raghavan,79000,1400000,650000,36,17,35000,562,Private Sector,49914,-5914,1.0749,17.72,0.46,0,100,0
CUST-01198,Amal Gamage,445000,5350000,0,60,12,187000,717,Private Sector,119008,138992,0.6877,12.02,0.0,87,13,1
CUST-02624,Isuru Weerasinghe,344000,12050000,16440000,84,18,61000,787,Senior Mgmt,253265,29735,0.9136,35.03,1.36,68,32,1
CUST-01910,Pradeep Gunasekara,424000,8500000,9360000,60,16,118500,769,Private Sector,206703,98797,0.767,20.05,1.1,93,7,1
CUST-01750,Zainab Rajapaksa,32000,400000,0,36,12,6500,680,Private Sector,13286,12214,0.6183,12.5,0.0,26,74,0
CUST-04913,Tharindu Mendis,225000,4950000,0,48,12,36000,668,Business Owner,130352,58648,0.7393,22.0,0.0,65,35,1
CUST-01809,Lahiru Rajapaksa,127000,3200000,3630000,72,13,1500,635,Self-Employed,64237,61263,0.5176,25.2,1.13,73,27,1
CUST-01530,Buddhika Cassim,43000,1300000,0,48,18,8500,484,Self-Employed,38187,-3687,1.0857,30.23,0.0,0,100,0
CUST-01287,Ruwan Raghavan,77000,1400000,780000,48,13,33000,636,Private Sector,37558,6442,0.9163,18.18,0.56,2,98,0
CUST-00264,Buddhika Silva,154000,750000,760000,48,13,41000,619,Government,20121,92879,0.3969,4.87,1.01,95,5,1
CUST-04263,Ruwan Gunasekara,167000,3650000,3100000,60,18,11500,628,Government,92686,62814,0.6239,21.86,0.85,83,17,1
CUST-02126,Dilshan Ekanayake,70000,350000,0,48,16,10500,671,Government,9919,49581,0.2917,5.0,0.0,82,18,1
CUST-04964,Chathura Liyanage,161000,4850000,3300000,60,14,25500,759,Senior Mgmt,112851,22649,0.8593,30.12,0.68,53,47,0
CUST-01572,Zainab Ekanayake,218000,4800000,3090000,48,18,66500,761,Private Sector,141000,10500,0.9518,22.02,0.64,32,68,0
CUST-00185,Mohamed Weerasinghe,33000,500000,0,24,13,3000,593,Government,23771,6229,0.8112,15.15,0.0,0,100,0
CUST-01844,Ayesha Herath,270000,4850000,6760000,60,13,72000,666,Private Sector,110352,87648,0.6754,17.96,1.39,91,9,1
CUST-00092,Kavindu Jayasinghe,313000,6250000,6900000,48,13,26500,850,Senior Mgmt,167672,118828,0.6204,19.97,1.1,95,5,1
CUST-01637,Malith Jayawardena,214000,1700000,0,36,15,3000,690,Private Sector,58931,152069,0.2894,7.94,0.0,91,9,1
CUST-01929,Mahesh Peiris,107000,1950000,1040000,60,17,4500,808,Private Sector,48463,54037,0.495,18.22,0.53,94,6,1
CUST-01371,Sampath Ekanayake,198000,1600000,0,60,14,45000,635,Government,37229,115771,0.4153,8.08,0.0,90,10,1
CUST-03091,Sanduni Abeysekara,138000,4850000,3650000,48,16,26500,814,Government,137450,-25950,1.188,35.14,0.75,0,100,0
CUST-01437,Mohamed Weerasinghe,482000,14450000,14320000,60,18,11000,595,Private Sector,366935,104065,0.7841,29.98,0.99,78,22,1
CUST-01846,Kavindi Herath,327000,1650000,1800000,36,14,23500,618,Business Owner,56393,247107,0.2443,5.05,1.09,94,6,1
CUST-01375,Chamara Rathnayake,639000,15000000,19130000,72,17,345500,634,Business Owner,333692,-40192,1.0629,23.47,1.28,0,100,0
CUST-01917,Kavindu Weerasinghe,736000,15000000,0,84,13,135000,595,Private Sector,272879,328121,0.5542,20.38,0.0,77,23,1
CUST-04139,Amal Ekanayake,176000,2650000,2090000,48,14,41000,664,Private Sector,72415,62585,0.6444,15.06,0.79,81,19,1
CUST-04440,Buddhika Gunaratne,213000,2150000,2980000,36,16,35500,742,Government,75588,101912,0.5215,10.09,1.39,95,5,1
CUST-04128,Nirosha Karunaratne,185000,3700000,4010000,60,12,78500,683,Self-Employed,82304,24196,0.8692,20.0,1.08,37,63,1
CUST-00705,Sunil Hettiarachchi,149000,2250000,2560000,60,13,17500,646,Self-Employed,51194,80306,0.461,15.1,1.14,80,20,1
CUST-04394,Nuwan Gamage,202000,1000000,990000,60,18,15500,723,Business Owner,25393,161107,0.2024,4.95,0.99,95,5,1
CUST-00498,Lahiru Bandara,185000,3350000,0,48,14,47500,753,Government,91544,45956,0.7516,18.11,0.0,78,22,1
CUST-02888,Sanduni Cassim,30000,600000,510000,24,18,6000,556,Private Sector,29954,-5954,1.1985,20.0,0.85,0,100,0
CUST-04721,Hasitha Weerasinghe,40000,1000000,0,36,16,5000,813,Government,35157,-157,1.0039,25.0,0.0,0,100,0
CUST-04671,Nirosha De Silva,204000,3650000,0,60,18,28500,647,Private Sector,92686,82814,0.594,17.89,0.0,77,23,1
CUST-03804,Mahesh Wickramasinghe,64000,500000,0,24,12,26000,629,Private Sector,23537,14463,0.774,7.81,0.0,18,82,0
CUST-00726,Isuru Rajapaksa,178000,2650000,3280000,60,14,22500,742,Private Sector,61661,93839,0.4728,14.89,1.24,95,5,1
CUST-02491,Suresh Kumar,553000,6650000,6800000,60,17,140000,690,Private Sector,165270,247730,0.552,12.03,1.02,95,5,1
CUST-04728,Tharindu De Silva,535000,13400000,16670000,72,17,9000,666,Private Sector,298098,227902,0.574,25.05,1.24,95,5,0
CUST-01977,Hasitha Abeysekara,425000,7650000,10740000,72,15,77500,841,Government,161759,185741,0.563,18.0,1.4,95,5,1
CUST-01443,Malith Jayasinghe,54000,1350000,0,60,14,14000,525,Self-Employed,31412,8588,0.841,25.0,0.0,0,100,0
CUST-04444,Dasun Amarasekara,189000,3400000,2750000,60,12,27500,715,Private Sector,75631,85869,0.5457,17.99,0.81,93,7,1
CUST-02310,Isuru Bandara,143000,2150000,2230000,48,13,67000,541,Self-Employed,57679,18321,0.8719,15.03,1.04,16,84,0
CUST-03550,Chaminda Jayasinghe,210000,1700000,0,36,12,100500,642,Self-Employed,56464,53036,0.7474,8.1,0.0,55,45,1
CUST-01767,Pradeep Karunaratne,220000,6600000,9700000,60,12,9000,758,Government,146813,64187,0.7082,30.0,1.47,95,5,1
CUST-02428,Roshan Raghavan,200000,6000000,8190000,72,13,39000,750,Government,120445,40555,0.7972,30.0,1.36,91,9,1
CUST-01574,Nipuni Gunasekara,794000,9550000,10600000,84,14,247000,725,Business Owner,178967,368033,0.5365,12.03,1.11,95,5,1
CUST-01489,Mahesh De Silva,763000,9150000,12260000,60,17,67500,871,Government,227401,468099,0.3865,11.99,1.34,95,5,1
CUST-02341,Nimal Liyanage,165000,2500000,1510000,36,14,43500,681,Government,85444,36056,0.7815,15.15,0.6,65,35,1
CUST-03124,Ayesha Herath,39000,800000,0,36,14,8500,502,Business Owner,27342,3158,0.919,20.51,0.0,0,100,0
CUST-04890,Suresh Seneviratne,115000,1150000,0,60,17,36000,589,Private Sector,28580,50420,0.5616,10.0,0.0,67,33,1
CUST-02568,Kavindi Fernando,667000,8000000,12640000,84,12,253500,571,Private Sector,141222,272278,0.5918,11.99,1.58,92,8,1
CUST-02119,Thisara Samaraweera,62000,500000,0,48,13,9500,544,Business Owner,13414,39086,0.3696,8.06,0.0,48,52,1
CUST-01452,Nimal Gamage,34000,350000,0,24,13,14500,474,Private Sector,16640,2860,0.9159,10.29,0.0,0,100,0
CUST-04580,Lakshan Dissanayake,234000,7000000,11130000,72,12,63000,769,Private Sector,136851,34149,0.8541,29.91,1.59,74,26,1
CUST-01260,Thisara Peiris,164000,3600000,0,72,15,57000,738,Business Owner,76122,30878,0.8117,21.95,0.0,51,49,1
CUST-00046,Sachini Jayasinghe,54000,1900000,980000,36,18,18500,569,Private Sector,68690,-33190,1.6146,35.19,0.52,0,100,0
CUST-01756,Kavindu Abeysekara,210000,7350000,11270000,84,18,42000,729,Government,154481,13519,0.9356,35.0,1.53,44,56,0
CUST-01656,Lahiru De Silva,201000,7050000,0,84,12,28500,669,Private Sector,124452,48048,0.761,35.07,0.0,64,36,1
CUST-02862,Chamara Riaz,755000,15000000,0,84,17,129500,800,Government,306537,318963,0.5775,19.87,0.0,95,5,1
CUST-02532,Kasun Riaz,231000,3450000,0,60,15,2500,666,Private Sector,82075,146425,0.3661,14.94,0.0,91,9,1
CUST-02184,Mahesh Samaraweera,58000,300000,0,36,18,17500,756,Private Sector,10846,29654,0.4887,5.17,0.0,63,37,1
CUST-00610,Ravi Mendis,86000,1550000,0,60,16,21500,646,Government,37693,26807,0.6883,18.02,0.0,52,48,1
CUST-03323,Ishara Hettiarachchi,112000,3900000,2940000,48,13,50000,507,Private Sector,104627,-42627,1.3806,34.82,0.75,0,100,0
CUST-01166,Dasun Rajapaksa,183000,3300000,0,60,18,4500,753,Government,83798,94702,0.4825,18.03,0.0,95,5,1
CUST-02522,Ruwan Samaraweera,40000,1400000,1060000,48,17,16000,728,Private Sector,40397,-16397,1.4099,35.0,0.76,0,100,0
CUST-01474,Suresh Seneviratne,219000,4800000,0,60,13,6000,694,Private Sector,109215,103785,0.5261,21.92,0.0,86,14,1
CUST-02592,Dilshan Samaraweera,66000,1650000,1840000,48,12,20500,638,Self-Employed,43451,2049,0.969,25.0,1.12,0,100,0
CUST-03862,Zainab Silva,35000,400000,0,36,16,9500,575,Private Sector,14063,11437,0.6732,11.43,0.0,17,83,0
CUST-02127,Udaya Cassim,115000,1150000,0,60,17,36500,661,Private Sector,28580,49920,0.5659,10.0,0.0,71,29,0
CUST-02751,Isuru Herath,85000,400000,0,24,14,25000,757,Government,19205,40795,0.5201,4.71,0.0,85,15,1
CUST-03465,Chathura Karunaratne,123000,2700000,1670000,36,15,3500,589,Private Sector,93596,25904,0.7894,21.95,0.62,42,58,0
CUST-01012,Pradeep Wickramasinghe,693000,3450000,3790000,72,16,1000,765,Government,74837,617163,0.1094,4.98,1.1,95,5,1
CUST-02953,Ravi Seneviratne,60000,2100000,2430000,48,14,20000,790,Private Sector,57386,-17386,1.2898,35.0,1.16,0,100,0
CUST-02089,Malith Weerasinghe,103000,1850000,0,60,17,52000,614,Self-Employed,45977,5023,0.9512,17.96,0.0,0,100,0
CUST-02477,Manjula Cassim,149000,4450000,0,48,18,54000,682,Private Sector,130719,-35719,1.2397,29.87,0.0,0,100,0
CUST-00982,Thilini Gamage,551000,6600000,9400000,72,12,145500,643,Private Sector,129031,276469,0.4982,11.98,1.42,95,5,1
CUST-04587,Ishara Jayawardena,34000,700000,0,24,15,5000,791,Government,33941,-4941,1.1453,20.59,0.0,0,100,0
CUST-03258,Ishara Amarasekara,208000,4150000,0,60,15,12000,670,Government,98728,97272,0.5323,19.95,0.0,87,13,1
CUST-03496,Buddhika Bandara,629000,5050000,6480000,48,14,114500,762,Private Sector,137999,376501,0.4014,8.03,1.28,95,5,1
CUST-04829,Nirosha Seneviratne,523000,2600000,0,48,14,121000,780,Private Sector,71049,330951,0.3672,4.97,0.0,95,5,1
CUST-01247,Chathura Abeysekara,369000,12900000,18540000,72,16,24000,844,Private Sector,279825,65175,0.8234,34.96,1.44,90,10,1
CUST-00801,Hasitha Jayawardena,46000,1400000,1130000,48,12,2500,851,Government,36867,6633,0.8558,30.43,0.81,26,74,0
CUST-02075,Dilshan Jayasinghe,102000,2250000,0,36,15,40500,676,Business Owner,77997,-16497,1.1617,22.06,0.0,0,100,0
CUST-01484,Zainab Fernando,225000,2250000,2820000,48,17,81500,668,Private Sector,64924,78576,0.6508,10.0,1.25,91,9,1
CUST-01380,Nimal De Silva,142000,2150000,1800000,60,16,19000,759,Government,52284,70716,0.502,15.14,0.84,95,5,1
CUST-01447,Dasun Karunaratne,540000,4300000,3610000,72,14,170500,574,Business Owner,88605,280895,0.4798,7.96,0.84,83,17,1
CUST-03291,Ruwan Amarasekara,377000,13200000,18780000,84,17,93500,750,Senior Mgmt,269753,13747,0.9635,35.01,1.42,44,56,0
CUST-00915,Isuru Riaz,694000,8350000,8190000,60,18,29500,656,Private Sector,212035,452465,0.348,12.03,0.98,95,5,1
CUST-04652,Ravi Seneviratne,311000,4650000,4980000,72,18,11000,802,Business Owner,106056,193944,0.3764,14.95,1.07,95,5,1
CUST-02871,Lakshan Herath,660000,6600000,6630000,48,17,28000,578,Business Owner,190443,441557,0.331,10.0,1.0,89,11,1
CUST-01517,Hasitha Rathnayake,539000,15000000,20350000,72,17,113500,798,Government,333692,91808,0.8297,27.83,1.36,95,5,1
CUST-00339,Thisara Dissanayake,67000,1000000,0,36,12,28500,549,Private Sector,33214,5286,0.9211,14.93,0.0,0,100,0
CUST-01782,Nirosha Munasinghe,64000,750000,0,48,18,0,836,Private Sector,22031,41969,0.3442,11.72,0.0,87,13,1
CUST-03977,Roshan Samaraweera,188000,5650000,5380000,60,12,50000,777,Government,125681,12319,0.9345,30.05,0.95,41,59,0
CUST-04533,Thisara Bandara,87000,1050000,0,48,18,20000,792,Private Sector,30844,36156,0.5844,12.07,0.0,69,31,1
CUST-00917,Sampath Herath,154000,1250000,0,36,12,64000,734,Business Owner,41518,48482,0.6852,8.12,0.0,68,32,1
CUST-02433,Lahiru Riaz,137000,1650000,0,48,16,24500,532,Private Sector,46761,65739,0.5202,12.04,0.0,62,38,0
CUST-01520,Tharindu Gamage,64000,1400000,1500000,60,12,10000,559,Private Sector,31142,22858,0.6428,21.88,1.07,45,55,0
CUST-03388,Suresh Herath,115000,3450000,0,60,15,28500,740,Government,82075,4425,0.9615,30.0,0.0,0,100,0
CUST-02469,Nimal Perera,647000,11650000,17350000,84,14,256000,665,Business Owner,218321,172679,0.7331,18.01,1.49,88,12,1
CUST-00887,Lakshan De Silva,281000,5600000,5510000,60,18,73000,654,Senior Mgmt,142203,65797,0.7658,19.93,0.98,81,19,1
CUST-03218,Nuwan Riaz,685000,15000000,22600000,72,14,77000,660,Business Owner,309086,298914,0.5636,21.9,1.51,95,5,1
CUST-02025,Shanika Dissanayake,743000,3700000,0,48,18,57500,721,Private Sector,108687,576813,0.2237,4.98,0.0,95,5,0
CUST-03814,Mohamed Gunasekara,693000,3450000,4330000,60,15,57000,828,Private Sector,82075,553925,0.2007,4.98,1.26,95,5,1
CUST-00797,Isuru Karunaratne,66000,2300000,0,48,16,2500,769,Government,65183,-1683,1.0255,34.85,0.0,0,100,0
CUST-00180,Pradeep Gunaratne,686000,15000000,20990000,84,15,236500,612,Business Owner,289451,160049,0.7667,21.87,1.4,84,16,1
CUST-02620,Amal Rajapaksa,65000,1000000,1040000,36,17,18000,719,Private Sector,35653,11347,0.8254,15.38,1.04,34,66,0
CUST-04775,Sunil Silva,156000,4700000,4190000,48,13,22500,836,Senior Mgmt,126089,7411,0.9525,30.13,0.89,24,76,0
CUST-03110,Mohamed Cassim,71000,1800000,1580000,36,17,19000,618,Government,64175,-12175,1.1715,25.35,0.88,0,100,0
CUST-01749,Udaya Amarasekara,700000,15000000,15340000,60,18,18000,873,Senior Mgmt,380901,301099,0.5699,21.43,1.02,95,5,1
CUST-00012,Kasun Cassim,81000,2850000,0,48,12,20000,717,Private Sector,75051,-14051,1.1735,35.19,0.0,0,100,0
CUST-01123,Shanika Silva,552000,8300000,12220000,72,15,177500,678,Business Owner,175504,198996,0.6395,15.04,1.47,92,8,1
CUST-03102,Lakshan Wickramasinghe,501000,4000000,4470000,48,15,255500,628,Business Owner,111323,134177,0.7322,7.98,1.12,82,18,1
CUST-00085,Kavindi Rajapaksa,42000,400000,0,24,18,4500,726,Private Sector,19970,17530,0.5826,9.52,0.0,43,57,1
CUST-03268,Dasun Silva,62000,300000,0,36,14,500,617,Government,10253,51247,0.1734,4.84,0.0,83,17,1
CUST-00027,Udaya Jayasinghe,611000,13450000,16630000,84,17,27000,813,Senior Mgmt,274862,309138,0.494,22.01,1.24,95,5,1
CUST-02856,Chaminda Cassim,42000,850000,0,36,16,14000,507,Self-Employed,29883,-1883,1.0448,20.24,0.0,0,100,0
CUST-03100,Mahesh Rathnayake,181000,4000000,0,60,14,49500,653,Government,93073,38427,0.7877,22.1,0.0,60,40,1
CUST-00794,Chamara Weerasinghe,236000,1200000,0,48,17,17000,743,Private Sector,34626,184374,0.2188,5.08,0.0,95,5,1
CUST-02733,Ruwan Silva,135000,4050000,4590000,72,16,17500,644,Private Sector,87852,29648,0.7804,30.0,1.13,53,47,0
CUST-02972,Zainab Dissanayake,56000,1100000,730000,48,15,7000,692,Self-Employed,30614,18386,0.6717,19.64,0.66,31,69,1
CUST-00710,Malith Raghavan,208000,2500000,2260000,36,12,45000,622,Self-Employed,83036,79964,0.6156,12.02,0.9,72,28,1
CUST-04332,Pradeep Liyanage,36000,300000,0,24,17,13000,578,Private Sector,14833,8167,0.7731,8.33,0.0,3,97,0
CUST-04641,Lakshan Silva,109000,850000,950000,48,12,14500,759,Self-Employed,22384,72116,0.3384,7.8,1.12,90,10,1
CUST-01601,Thilini Bandara,190000,3400000,2850000,48,17,66500,644,Private Sector,98107,25393,0.8664,17.89,0.84,47,53,1
CUST-04476,Pradeep Liyanage,127000,1250000,0,36,17,58500,578,Self-Employed,44566,23934,0.8115,9.84,0.0,17,83,0
CUST-03647,Ravi Samaraweera,53000,400000,0,36,16,23500,593,Private Sector,14063,15437,0.7087,7.55,0.0,23,77,0
CUST-04273,Nipuni De Silva,133000,1050000,530000,36,12,2000,656,Private Sector,34875,96125,0.2773,7.89,0.5,91,9,1
CUST-01562,Udaya Peiris,68000,700000,550000,36,15,27000,549,Private Sector,24266,16734,0.7539,10.29,0.79,26,74,0
CUST-02232,Gayani Seneviratne,761000,13700000,13540000,60,13,175500,683,Government,311717,273783,0.6402,18.0,0.99,95,5,1
CUST-01591,Lakshan Liyanage,53000,1600000,0,48,15,1500,784,Government,44529,6971,0.8685,30.19,0.0,15,85,0
CUST-03054,Suresh Raghavan,246000,3700000,0,72,16,13000,674,Government,80260,152740,0.3791,15.04,0.0,95,5,1
CUST-03817,Nimal Perera,239000,4300000,3320000,60,18,74500,741,Senior Mgmt,109192,55308,0.7686,17.99,0.77,85,15,1
CUST-04844,Dinesh Jayasinghe,207000,1050000,0,36,16,57000,721,Government,36915,113085,0.4537,5.07,0.0,95,5,1
CUST-01593,Chathura Seneviratne,116000,1750000,1030000,60,17,18000,721,Private Sector,43492,54508,0.5301,15.09,0.59,85,15,1
CUST-00446,Roshan Bandara,250000,7500000,0,84,18,109500,554,Self-Employed,157634,-17134,1.0685,30.0,0.0,0,100,0
CUST-04500,Sunil Hettiarachchi,61000,1350000,690000,60,13,2500,737,Self-Employed,30717,27783,0.5445,22.13,0.51,52,48,1
CUST-04375,Thisara Kumar,47000,850000,620000,36,13,11000,756,Government,28640,7360,0.8434,18.09,0.73,23,77,0
CUST-03222,Gayani Munasinghe,134000,2700000,2780000,48,17,18000,748,Government,77909,38091,0.7157,20.15,1.03,75,25,1
CUST-03682,Mohamed Munasinghe,101000,500000,0,48,15,38500,628,Self-Employed,13915,48585,0.519,4.95,0.0,57,43,0
CUST-02304,Dilshan Munasinghe,614000,7350000,10710000,84,18,223000,624,Private Sector,154481,236519,0.6148,11.97,1.46,92,8,1
CUST-03547,Sachini Jayasinghe,200000,3000000,2020000,48,15,36500,693,Government,83492,80008,0.6,15.0,0.67,92,8,1
CUST-03326,Ruwan Mendis,60000,900000,1070000,48,15,15500,734,Self-Employed,25048,19452,0.6758,15.0,1.19,41,59,1
CUST-02405,Nipuni Dissanayake,210000,1050000,760000,36,16,75500,629,Self-Employed,36915,97585,0.5353,5.0,0.72,75,25,0
CUST-03728,Kavindi Dissanayake,580000,6950000,0,48,17,146500,593,Senior Mgmt,200543,232957,0.5984,11.98,0.0,81,19,1
CUST-03370,Fathima Raghavan,81000,2000000,1270000,36,16,33500,534,Self-Employed,70314,-22814,1.2817,24.69,0.64,0,100,0
CUST-02714,Lahiru Silva,727000,8700000,0,84,17,301000,570,Private Sector,177792,248208,0.6586,11.97,0.0,74,26,1
CUST-02952,Dinesh Rajapaksa,63000,1900000,1810000,60,13,16500,758,Private Sector,43231,3269,0.9481,30.16,0.95,0,100,0
CUST-03960,Udaya Munasinghe,39000,600000,0,48,17,4000,657,Private Sector,17313,17687,0.5465,15.38,0.0,39,61,1
CUST-01905,Lakshan Riaz,48000,600000,0,36,14,2500,567,Government,20507,24993,0.4793,12.5,0.0,45,55,1
CUST-00069,Priyantha Seneviratne,188000,5650000,8310000,48,13,16500,775,Business Owner,151575,19925,0.894,30.05,1.47,46,54,1
CUST-01707,Manjula Kumar,67000,650000,0,36,13,5000,741,Private Sector,21901,40099,0.4015,9.7,0.0,77,23,0
CUST-02039,Mohamed Karunaratne,112000,2800000,3210000,36,14,22500,620,Government,95697,-6197,1.0553,25.0,1.15,0,100,0
CUST-00435,Chathura Hettiarachchi,642000,3200000,3020000,60,16,195000,852,Senior Mgmt,77818,369182,0.425,4.98,0.94,95,5,0
CUST-02529,Kavindu Ekanayake,200000,3000000,0,72,17,48000,724,Government,66738,85262,0.5737,15.0,0.0,91,9,1
CUST-04918,Chathura Munasinghe,47000,400000,0,36,14,6500,738,Government,13671,26829,0.4292,8.51,0.0,65,35,1
CUST-01524,Mahesh Abeysekara,109000,1300000,0,60,16,19000,731,Private Sector,31613,58387,0.4643,11.93,0.0,82,18,1
CUST-02480,Sachini Rathnayake,57000,1150000,1110000,36,17,8000,666,Private Sector,41001,7999,0.8597,20.18,0.97,17,83,0
CUST-04908,Nirosha Jayasinghe,444000,5350000,7000000,48,18,116000,606,Business Owner,157156,170844,0.6152,12.05,1.31,88,12,1
CUST-02835,Mohamed Kumar,30000,450000,0,48,18,7500,756,Private Sector,13219,9281,0.6906,15.0,0.0,24,76,0
CUST-02204,Tharindu Rajapaksa,300000,7500000,0,60,18,53000,770,Government,190451,56549,0.8115,25.0,0.0,80,20,1
CUST-03446,Hasitha Hettiarachchi,72000,1600000,0,48,16,37500,593,Self-Employed,45344,-10844,1.1506,22.22,0.0,0,100,0
CUST-00510,Ishara Kumar,721000,15000000,15420000,84,18,33000,900,Government,315268,372732,0.483,20.8,1.03,95,5,1
CUST-04281,Mahesh Bandara,56000,300000,230000,24,15,18000,603,Self-Employed,14546,23454,0.5812,5.36,0.77,40,60,1
CUST-03768,Ravi Jayawardena,654000,13100000,19040000,84,16,251000,547,Business Owner,260193,142807,0.7816,20.03,1.45,74,26,1
CUST-00302,Dilshan Cassim,36000,300000,0,24,12,6500,675,Government,14122,15378,0.5728,8.33,0.0,45,55,1
CUST-00562,Chathura Dissanayake,412000,9050000,9870000,72,14,130500,554,Self-Employed,186482,95018,0.7694,21.97,1.09,66,34,0
CUST-04512,Malith Herath,195000,3500000,2860000,72,14,86500,676,Private Sector,72120,36380,0.8134,17.95,0.82,59,41,1
CUST-00531,Kasun Gamage,753000,15000000,18390000,60,13,21000,822,Senior Mgmt,341296,390704,0.4811,19.92,1.23,95,5,1
CUST-02912,Ravi Riaz,207000,1050000,0,48,18,78500,746,Business Owner,30844,97656,0.5282,5.07,0.0,81,19,1
CUST-00673,Manjula Gamage,155000,1550000,720000,36,14,58000,734,Private Sector,52975,44025,0.716,10.0,0.46,73,27,1
CUST-00744,Sunil Jayawardena,105000,3150000,0,60,12,22000,700,Private Sector,70070,12930,0.8769,30.0,0.0,23,77,0
CUST-01135,Ravi Gunaratne,83000,2100000,1580000,48,17,31000,754,Private Sector,60596,-8596,1.1036,25.3,0.75,0,100,0
